favorite_count,retweet_count,tweet_id
4435,1700,730196704625098752
3710,1011,729854734790754305
1600,338,729838605770891264
3647,1123,729823566028484608
5304,2083,729463711119904772
1736,287,729113531270991872
2881,736,728986383096946689
4281,1535,728760639972315136
2537,614,728751179681943552
3057,946,728653952833728512
4491,1821,728409960103686147
3420,875,728387165835677696
3926,1082,728046963732717569
4156,1507,728035342121635841
3782,990,728015554473250816
2721,573,727685679342333952
5380,1584,727644517743104000
4101,1080,727524757080539137
3061,670,727314416056803329
2820,744,727286334147182592
3586,1240,727175381690781696
3322,1197,727155742655025152
6289,2198,726935089318363137
3528,1365,726887082820554753
3301,912,726828223124897792
4073,1042,726224900189511680
6518,2410,725842289046749185
3845,1241,725786712245440512
4791,1604,725729321944506368
1298,554,725458796924002305
3439,1166,724983749226668032
2150,567,724771698126512129
4863,1508,724405726123311104
3974,1616,724049859469295616
2452,512,724046343203856385
3828,1387,724004602748780546
3584,1124,723912936180330496
7034,2636,723688335806480385
2786,813,723673163800948736
4858,1687,723179728551723008
3763,1430,722974582966214656
4585,1492,722613351520608256
4220,1643,721503162398597120
2343,551,721001180231503872
2860,698,720785406564900865
2250,564,720775346191278080
3782,1355,720415127506415616
5858,2259,720389942216527872
2617,873,720340705894408192
3550,1016,720059472081784833
4566,1814,720043174954147842
4476,1589,719991154352222208
4170,1293,719704490224398336
4642,1708,719551379208073216
2599,686,719367763014393856
4093,1118,719339463458033665
3178,855,719332531645071360
3200,984,718971898235854848
4800,1580,718939241951195136
17311,7211,718631497683582976
2252,427,718613305783398402
2242,920,718540630683709445
2501,474,718460005985447936
4502,1375,718454725339934721
1759,446,718246886998687744
3561,912,718234618122661888
2270,542,717841801130979328
2632,985,717790033953034240
5307,1657,717537687239008257
1475,406,717428917016076293
2887,756,717421804990701568
5792,1733,717047459982213120
2973,867,717009362452090881
3956,1048,716802964044845056
7741,1457,716791146589110272
1132,396,716730379797970944
11979,5303,716447146686459905
2193,189,716439118184652801
2554,963,716285507865542656
6239,1703,716080869887381504
2928,793,715928423106027520
3410,1282,715758151270801409
4278,1525,715733265223708672
2553,512,715704790270025728
3607,1162,715696743237730304
3964,1441,715680795826982913
5029,1408,715360349751484417
2788,621,715342466308784130
2203,587,715220193576927233
4745,1682,715200624753819648
3813,1104,715009755312439296
3425,931,714982300363173890
6744,3830,714962719905021952
3807,1277,714957620017307648
3013,897,714631576617938945
3339,828,714606013974974464
2449,1007,714485234495041536
2815,667,714258258790387713
3021,758,714251586676113411
2111,797,714214115368108032
4000,1278,714141408463036416
3039,720,713919462244790272
1747,484,713909862279876608
2614,660,713900603437621249
4458,1239,713761197720473600
4092,1184,713411074226274305
6641,2586,713177543487135744
4082,1330,713175907180089344
17524,6073,712809025985978368
11304,4503,712717840512598017
3818,1097,712668654853337088
4902,1416,712438159032893441
221,24,712309440758808576
3452,930,712097430750289920
2707,811,712092745624633345
3012,434,712085617388212225
2073,568,712065007010385924
0,121,711998809858043904
7409,2090,711968124745228288
2613,906,711743778164514816
8071,3689,711732680602345472
30221,16584,711694788429553666
3544,819,711652651650457602
3322,1016,711363825979756544
3046,677,711306686208872448
2737,559,711008018775851008
4211,1259,710997087345876993
2349,610,710844581445812225
2465,476,710833117892898816
2136,512,710658690886586372
4426,2152,710609963652087808
4170,1696,710588934686908417
2197,669,710296729921429505
1994,479,710283270106132480
4142,1138,710272297844797440
2194,1013,710269109699739648
2679,808,710153181850935296
2514,800,710140971284037632
5021,1778,710117014656950272
3221,992,709918798883774466
609,92,709901256215666688
3229,1088,709852847387627521
3255,1072,709566166965075968
3020,974,709556954897764353
1385,219,709519240576036864
2021,517,709449600415961088
2422,616,709409458133323776
2203,521,709225125749587968
11409,5170,709207347839836162
2263,589,709198395643068416
1852,608,709179584944730112
1874,365,709158332880297985
4322,1476,709042156699303936
1668,592,708853462201716736
2738,801,708845821941387268
1547,448,708834316713893888
15217,6241,708810915978854401
2535,738,708738143638450176
2333,638,708711088997666817
2336,616,708479650088034305
2850,729,708469915515297792
14656,9048,708400866336894977
3302,1199,708356463048204288
2186,676,708349470027751425
3984,1412,708149363256774660
3096,784,708130923141795840
2475,896,708119489313951744
1798,501,708109389455101952
4062,1749,708026248782585858
2863,1013,707995814724026368
45,2,707983188426153984
2483,866,707969809498152960
3008,871,707776935007539200
2289,554,707741517457260545
3728,2198,707738799544082433
3122,915,707693576495472641
2352,782,707629649552134146
15573,5709,707610948723478529
2070,632,707420581654872064
2113,543,707411934438625280
3210,1144,707387676719185920
3007,974,707377100785885184
2283,577,707315916783140866
2577,708,707297311098011648
2398,619,707059547140169728
2015,716,707038192327901184
3728,1220,707021089608753152
2112,538,707014260413456384
13414,7104,706904523814649856
1882,522,706901761596989440
3024,890,706681918348251136
2347,982,706644897839910912
1982,581,706593038911545345
3187,1287,706538006853918722
2872,929,706516534877929472
3164,842,706346369204748288
19507,7121,706310011488698368
1567,435,706291001778950144
2515,848,706265994973601792
3578,2001,706169069255446529
4714,1447,706166467411222528
1357,343,706153300320784384
2859,661,705975130514706432
2920,795,705970349788291072
2178,494,705898680587526145
1791,466,705786532653883392
2910,1026,705591895322394625
2737,823,705475953783398401
4061,1456,705442520700944385
3505,1516,705428427625635840
2769,676,705239209544720384
2372,712,705223444686888960
1956,472,705102439679201280
2012,556,705066031337840642
3958,1014,704871453724954624
2067,476,704859558691414016
4692,1363,704847917308362754
2446,895,704819833553219584
6118,2620,704761120771465216
2656,901,704499785726889984
686,71,704491224099647488
3147,978,704480331685040129
7322,3226,704364645503647744
1443,313,704347321748819968
1384,411,704134088924532736
1712,520,704113298707505153
2689,841,704054845121142784
1703,404,703774238772166656
3011,1019,703769065844768768
2357,600,703631701117943808
3542,1380,703611486317502464
3493,1218,703425003149250560
2253,623,703407252292673536
3217,1026,703382836347330562
1763,344,703356393781329922
1826,494,703268521220972544
6800,2796,703079050210877440
24302,11289,703041949650034688
2367,650,702932127499816960
1479,411,702899151802126337
2974,962,702684942141153280
2019,507,702671118226825216
11314,3127,702598099714314240
2638,865,702539513671897089
2927,1385,702332542343577600
3022,948,702321140488925184
2278,693,702276748847800320
4386,1222,702217446468493312
3155,888,701981390485725185
3535,928,701952816642965504
3242,1254,701889187134500865
3114,1505,701805642395348998
1925,415,701601587219795968
2576,838,701570477911896070
2449,549,701545186879471618
11257,4627,701214700881756160
2037,510,700890391244103680
2395,555,700864154249383937
2269,449,700847567345688576
2252,855,700796979434098688
20998,8415,700747788515020802
2389,721,700518061187723268
2103,521,700505138482569216
3779,1624,700462010979500032
2426,653,700167517596164096
2053,608,700151421916807169
6908,2429,700143752053182464
2445,611,700062718104104960
1912,528,700029284593901568
3028,1198,700002074055016451
2773,848,699801817392291840
2058,469,699788877217865730
2501,1105,699779630832685056
1802,538,699775878809702401
9441,4148,699691744225525762
5499,2396,699446877801091073
2027,464,699434518667751424
1251,288,699423671849451520
1929,569,699413908797464576
1750,391,699370870310113280
2893,783,699323444782047232
2083,562,699088579889332224
2256,570,699079609774645248
2713,1076,699072405256409088
3421,1617,699060279947165696
2397,1088,699036661657767936
3074,876,698989035503689728
2480,826,698953797952008193
2334,553,698907974262222848
2266,616,698710712454139905
1324,335,698703483621523456
1199,312,698635131305795584
2150,558,698549713696649216
1703,395,698355670425473025
2073,869,698342080612007937
4395,1793,698262614669991936
15498,5440,698195409219559425
2587,674,698178924120031232
1408,305,697995514407682048
3014,1168,697990423684476929
2198,613,697943111201378304
2775,1054,697881462549430272
1599,497,697630435728322560
2890,921,697616773278015490
2769,1132,697596423848730625
1882,452,697575480820686848
1877,991,697516214579523584
2233,599,697482927769255936
3162,1268,697463031882764288
4341,1712,697270446429966336
3038,901,697259378236399616
2842,1052,697255105972801536
2324,616,697242256848379904
2914,935,696900204696625153
2167,615,696894894812565505
4441,1627,696886256886657024
2258,636,696877980375769088
1370,328,696754882863349760
1887,834,696744641916489729
2172,583,696713835009417216
3633,1562,696518437233913856
1134,127,696490539101908992
2306,925,696488710901260288
2922,1050,696405997980676096
1775,584,696100768806522880
2756,1051,695816827381944320
2914,706,695794761660297217
1706,664,695767669421768709
4197,1890,695629776980148225
4087,1651,695446424020918272
7980,3237,695409464418041856
3333,1296,695314793360662529
2452,550,695095422348574720
2603,992,695074328191332352
1475,528,695064344191721472
2430,716,695051054296211456
2490,817,694925794720792577
2533,834,694905863685980160
32967,13057,694669722378485760
1386,251,694356675654983680
1878,540,694352839993344000
1460,431,694342028726001664
1817,449,694329668942569472
3811,1849,694206574471057408
2707,842,694183373896572928
3135,924,694001791655137281
1731,358,693993230313091072
1620,328,693942351086120961
2474,517,693647888581312512
1263,115,693644216740769793
2346,376,693642232151285760
2259,719,693629975228977152
1418,336,693622659251335168
4655,1777,693590843962331137
1515,222,693582294167244802
1626,566,693486665285931008
3082,1122,693280720173801472
2199,731,693267061318012928
2042,452,693262851218264065
2650,670,693231807727280129
7255,2890,693155686491000832
1561,549,693109034023534592
1699,404,693095443459342336
2495,696,692919143163629568
2233,790,692905862751522816
1613,536,692901601640583168
2082,713,692894228850999298
2655,795,692828166163931137
6271,3294,692752401762250755
4028,1392,692568918515392513
2903,1232,692535307825213440
1697,368,692530551048294401
1367,197,692423280028966913
8642,3131,692417313023332352
2332,744,692187005137076224
1970,718,692158366030913536
1510,354,692142790915014657
3117,1130,692041934689402880
2671,870,692017291282812928
3646,1489,691820333922455552
7482,3822,691793053716221953
2596,884,691756958957883396
1795,459,691675652215414786
2196,500,691483041324204033
3723,1020,691459709405118465
2432,751,691444869282295808
17817,6901,691416866452082688
2381,599,691321916024623104
2754,792,691096613310316544
1605,305,691090071332753408
5444,2610,690989312272396288
3309,1112,690959652130045952
3767,1747,690938899477221376
3023,906,690932576555528194
3492,1150,690735892932222976
1996,465,690728923253055490
2149,746,690690673629138944
1199,248,690649993829576704
279,14,690607260360429569
1783,546,690597161306841088
1741,406,690400367696297985
2967,760,690374419777196032
2445,791,690360449368465409
1368,461,690348396616552449
1537,370,690248561355657216
2579,922,690021994562220032
2297,659,690015576308211712
3384,1534,690005060500217858
1304,329,689999384604450816
1348,405,689993469801164801
1263,409,689977555533848577
2255,622,689905486972461056
2793,1043,689877686181715968
2015,688,689835978131935233
2994,850,689661964914655233
9515,3463,689659372465688576
2039,580,689623661272240129
10742,5010,689599056876867584
1897,404,689557536375177216
3122,1295,689517482558820352
2067,846,689289219123089408
3014,1004,689283819090870273
1821,638,689280876073582592
1051,225,689275259254616065
2347,972,689255633275777024
2854,897,689154315265683456
1863,454,689143371370250240
2491,772,688916208532455424
1941,707,688908934925697024
1920,710,688898160958271489
2057,619,688894073864884227
1276,321,688828561667567616
886,170,688804835492233216
2050,604,688789766343622656
2395,627,688547210804498433
2147,657,688519176466644993
8528,4074,688385280030670848
2076,751,688211956440801280
1977,527,688179443353796608
2604,697,688116655151435777
1594,322,688064179421470721
5010,2248,687841446767013888
2514,1008,687826841265172480
2278,862,687818504314159109
2196,657,687807801670897665
1616,594,687732144991551489
2239,764,687704180304273409
1802,470,687664829264453632
1757,527,687494652870668288
1473,221,687480748861947905
1826,481,687476254459715584
1907,490,687460506001633280
1745,551,687399393394311168
18619,8332,687317306314240000
4000,1726,687312378585812992
4963,2049,687127927494963200
2016,461,687124485711986689
5348,2225,687109925361856513
2169,870,687102708889812993
2071,551,687096057537363968
7973,2899,686947101016735744
3236,1256,686760001961103360
3196,1316,686749460672679938
3797,1087,686730991906516992
2607,729,686683045143953408
3405,1237,686618349602762752
1747,490,686606069955735556
1588,631,686394059078897668
3004,791,686386521809772549
2043,514,686377065986265092
1993,597,686358356425093120
3709,1520,686286779679375361
2063,665,686050296934563840
1060,104,686035780142297088
2837,1037,686034024800862208
2274,363,686007916130873345
1678,562,686003207160610816
1935,477,685973236358713344
1497,533,685943807276412928
6891,2581,685906723014619143
1884,110,685681090388975616
2178,507,685667379192414208
2970,1330,685663452032069632
2686,695,685641971164143616
30321,14086,685547936038666240
2803,1043,685532292383666176
8673,3575,685325112850124800
2440,578,685321586178670592
3026,944,685315239903100929
1923,395,685307451701334016
2834,1071,685268753634967552
2137,588,685198997565345792
3777,1272,685169283572338688
2215,326,684969860808454144
6284,2807,684959798585110529
2963,944,684940049151070208
3214,417,684926975086034944
3213,1320,684914660081053696
1717,463,684902183876321280
1919,723,684880619965411328
32294,19626,684830982659280897
2512,900,684800227459624960
8166,3164,684594889858887680
3804,1274,684588130326986752
2754,1101,684567543613382656
2434,854,684538444857667585
3561,1069,684481074559381504
1811,502,684460069371654144
7468,2941,684241637099323392
1139,183,684225744407494656
3510,1239,684222868335505415
1982,944,684200372118904832
1759,455,684195085588783105
3214,1046,684188786104872960
1863,592,684177701129875456
2736,1368,684147889187209216
1860,425,684122891630342144
3781,1296,684097758874210310
3509,1018,683857920510050305
1790,315,683852578183077888
2410,850,683849932751646720
2407,1018,683834909291606017
2581,970,683828599284170753
3067,1218,683773439333797890
5966,2994,683742671509258241
6779,2609,683515932363329536
2928,872,683498322573824003
2442,901,683481228088049664
2238,620,683462770029932544
3571,1455,683449695444799489
7035,2172,683391852557561860
2663,822,683357973142474752
2640,931,683142553609318400
3141,815,683111407806746624
1995,588,683098815881154561
1854,517,683078886620553216
1996,667,683030066213818368
33709,14835,682962037429899265
1626,154,682808988178739200
2278,1016,682788441537560576
1400,398,682750546109968385
1213,333,682697186228989953
2808,987,682662431982772225
1903,534,682638830361513985
3175,1042,682429480204398592
6952,1584,682406705142087680
2067,595,682393905736888321
1536,423,682389078323662849
2814,883,682303737705140231
3796,1077,682259524040966145
2962,1036,682242692827447297
16740,8849,682088079302213632
4532,1525,682059653698686977
2947,847,682047327939461121
6046,1788,682032003584274432
2856,1365,682003177596559360
2593,917,681981167097122816
2269,744,681891461017812993
11785,3680,681694085539872773
1628,399,681679526984871937
2411,819,681654059175129088
1726,416,681610798867845120
3246,1174,681579835668455424
13142,5188,681523177663676416
1516,246,681340665377193984
8546,3692,681339448655802368
2404,671,681320187870711809
3592,1618,681302363064414209
2955,852,681297372102656000
2958,993,681281657291280384
1331,235,681261549936340994
1353,469,681242418453299201
2234,437,681231109724700672
3407,1333,681193455364796417
2206,583,680970795137544192
4208,1817,680959110691590145
2921,935,680940246314430465
1909,391,680934982542561280
2208,562,680913438424612864
1609,323,680889648562991104
3179,1183,680836378243002368
1973,607,680805554198020098
2185,739,680801747103793152
2600,937,680798457301471234
2409,623,680609293079592961
3295,1186,680583894916304897
3884,1728,680497766108381184
1572,438,680494726643068929
2343,668,680473011644985345
1321,439,680440374763077632
1354,260,680221482581123072
2579,1042,680206703334408192
1974,441,680191257256136705
3552,1391,680176173301628928
2136,669,680161097740095489
3310,1556,680145970311643136
2111,854,680130881361686529
2491,822,680115823365742593
3296,1245,680100725817409536
11713,8123,680085611152338944
2382,771,680070545539371008
1788,576,679877062409191424
2011,595,679872969355714560
2244,554,679862121895714818
2608,1099,679854723806179328
2186,686,679844490799091713
33068,12540,679828447187857408
2852,993,679777920601223168
1908,714,679736210798047232
1990,747,679729593985699840
1535,425,679722016581222400
4360,1879,679530280114372609
2421,648,679527802031484928
3064,1143,679511351870550016
2905,1331,679503373272485890
1915,578,679475951516934144
29316,16942,679462823135686656
2155,1073,679405845277462528
19377,7217,679158373988876288
2549,919,679148763231985668
2697,1034,679132435750195208
5417,2305,679111216690831360
15451,7184,679062614270468097
2055,585,679047485189439488
2590,1093,679001094530465792
2064,1015,678991772295516161
1498,408,678969228704284672
2350,817,678800283649069056
3157,1026,678798276842360832
2569,819,678774928607469569
3215,1222,678767140346941444
1479,413,678764513869611008
6467,2919,678755239630127104
3391,1484,678740035362037760
5115,2178,678708137298427904
2597,1313,678675843183484930
1876,359,678643457146150913
3650,1371,678446151570427904
4989,2266,678424312106393600
3814,1607,678410210315247616
73239,28472,678399652199309312
1452,372,678396796259975168
1711,380,678389028614488064
2233,821,678380236862578688
1573,472,678341075375947776
1181,223,678334497360859136
10391,5474,678278586130948096
1446,327,678255464182861824
1739,340,678023323247357953
12341,5606,678021115718029313
3131,1521,677961670166224897
1215,364,677918531514703872
4387,1837,677895101218201600
2782,875,677716515794329600
3108,1286,677700003327029250
1118,286,677698403548192770
2254,753,677687604918272002
3028,1346,677673981332312066
1772,839,677662372920729601
1704,725,677644091929329666
1934,598,677573743309385728
1188,410,677565715327688705
2215,1014,677557565589463040
6306,3286,677547928504967168
965,204,677530072887205888
2753,1546,677335745548390400
1224,250,677334615166730240
986,207,677331501395156992
3326,1339,677328882937298944
1496,469,677314812125323265
1112,354,677301033169788928
1794,636,677269281705472000
3200,1462,677228873407442944
2477,809,677187300187611136
2525,949,676975532580409345
2021,719,676957860086095872
1182,348,676949632774234114
1956,772,676948236477857792
1575,326,676946864479084545
1869,665,676942428000112642
11584,4418,676936541936185344
2691,1611,676916996760600576
2052,648,676897532954456065
1886,623,676864501615042560
20658,13731,676821958043033607
1653,600,676819651066732545
1302,379,676811746707918848
4512,1799,676776431406465024
2611,854,676617503762681856
984,176,676613908052996102
1720,386,676606785097199616
1037,339,676603393314578432
4126,1884,676593408224403456
840,110,676590572941893632
2078,697,676588346097852417
1074,251,676582956622721024
2321,985,676575501977128964
1696,487,676533798876651520
1374,471,676496375194980353
10556,4168,676470639084101634
1560,588,676440007570247681
1263,302,676430933382295552
1893,483,676263575653122048
1091,250,676237365392908289
70712,27665,676219687039057920
1571,516,676215927814406144
2050,915,676191832485810177
1749,585,676146341966438401
1962,1024,676121918416756736
2579,1048,676101918813499392
2672,1246,676098748976615425
1180,390,676089483918516224
1445,506,675898130735476737
1921,761,675891555769696257
2114,839,675888385639251968
3780,1237,675878199931371520
1465,496,675870721063669760
2417,1132,675853064436391936
864,123,675849018447167488
2046,776,675845657354215424
1385,474,675822767435051008
956,206,675820929667219457
9302,3043,675798442703122432
1454,418,675781562965868544
1057,295,675740360753160193
1686,717,675710890956750848
1785,597,675707330206547968
583,85,675706639471788032
1662,361,675534494439489536
1065,329,675531475945709568
938,249,675522403582218240
1148,407,675517828909424640
15519,5203,675501075957489664
2819,1130,675497103322386432
1148,526,675489971617296384
1660,853,675483430902214656
1360,501,675432746517426176
1526,452,675372240448454658
941,192,675362609739206656
29408,14861,675354435921575936
3525,1998,675349384339542016
2482,1126,675334060156301312
3165,1382,675166823650848770
5580,2258,675153376133427200
3346,1496,675149409102012420
842,197,675147105808306176
1053,255,675146535592706048
1913,779,675145476954566656
1164,411,675135153782571009
1735,686,675113801096802304
867,213,675111688094527488
2517,996,675109292475830276
928,275,675047298674663426
2407,1034,675015141583413248
875,200,675006312288268288
1388,406,675003128568291329
1990,952,674999807681908736
760,315,674805413498527744
2692,747,674800520222154752
2217,950,674793399141146624
983,216,674790488185167872
718,181,674788554665512960
1803,1043,674781762103414784
981,407,674774481756377088
1625,689,674767892831932416
698,200,674764817387900928
1229,382,674754018082705410
1308,399,674752233200820224
1258,465,674743008475090944
431,44,674742531037511680
968,326,674739953134403584
580,80,674737130913071104
1024,411,674690135443775488
1444,565,674670581682434048
809,205,674664755118911488
1281,429,674646392044941312
927,241,674644256330530816
1516,509,674638615994089473
1339,501,674632714662858753
841,86,674606911342424069
5545,1774,674468880899788800
954,314,674447403907457024
988,344,674436901579923456
1280,464,674422304705744896
611,115,674416750885273600
1067,400,674410619106390016
1334,487,674394782723014656
769,280,674372068062928900
505,65,674330906434379776
1251,449,674318007229923329
10125,6016,674307341513269249
13163,5131,674291837063053312
1394,644,674271431610523648
823,202,674269164442398721
1456,727,674265582246694913
1178,382,674262580978937856
1300,464,674255168825880576
681,144,674082852460433408
887,245,674075285688614912
5714,1905,674063288070742018
2944,1126,674053186244734976
1290,431,674051556661161984
1267,564,674045139690631169
636,109,674042553264685056
975,366,674038233588723717
758,180,674036086168010753
1579,1083,674024893172875264
1012,264,674019345211760640
1386,559,674014384960745472
1083,299,674008982932058114
1747,834,673956914389192708
1057,325,673919437611909120
2839,1428,673906403526995968
840,220,673887867907739649
2780,669,673716320723169284
3159,1805,673715861853720576
937,264,673711475735838725
750,236,673709992831262724
951,253,673708611235921920
986,346,673707060090052608
1124,358,673705679337693185
1281,500,673700254269775872
3506,1690,673697980713705472
1539,569,673689733134946305
1125,438,673688752737402881
1275,376,673686845050527744
1228,414,673680198160809984
1123,326,673662677122719744
650,198,673656262056419329
990,306,673636718965334016
1425,630,673612854080196609
1062,313,673583129559498752
737,238,673580926094458881
1228,486,673576835670777856
930,266,673363615379013632
1286,592,673359818736984064
1341,491,673355879178194945
1493,471,673352124999274496
683,184,673350198937153538
2225,1098,673345638550134785
852,234,673343217010679808
1130,492,673342308415348736
11939,6868,673320132811366400
780,216,673317986296586240
6715,2741,673295268553605120
956,312,673270968295534593
1275,614,673240798075449344
1967,724,673213039743795200
1487,547,673148804208660480
1753,629,672997845381865473
844,251,672995267319328768
872,253,672988786805112832
1117,470,672984142909456390
1624,888,672980819271634944
1498,775,672975131468300288
836,302,672970152493887488
1183,469,672968025906282496
1260,557,672964561327235073
1231,422,672902681409806336
792,363,672898206762672129
1366,725,672884426393653248
908,300,672877615439593473
1152,502,672834301050937345
1109,417,672828477930868736
872,270,672640509974827008
1148,419,672622327801233409
1086,510,672614745925664768
969,338,672609152938721280
966,335,672604026190569472
1177,529,672594978741354496
840,284,672591762242805761
640,157,672591271085670400
901,316,672538107540070400
552,146,672523490734551040
990,371,672488522314567680
988,518,672482722825261057
639,110,672481316919734272
1292,606,672475084225949696
1192,447,672466075045466113
5700,2923,672272411274932228
1312,538,672267570918129665
1009,285,672264251789176834
2506,1324,672256522047614977
1272,647,672254177670729728
1527,519,672248013293752320
607,131,672245253877968896
805,275,672239279297454080
1618,876,672231046314901505
700,176,672222792075620352
1981,1005,672205392827572224
910,318,672169685991993344
765,304,672160042234327040
1540,593,672139350159835138
2116,986,672125275208069120
873,328,672095186491711488
836,318,672082170312290304
1134,439,672068090318987265
7599,3667,671896809300709376
1169,478,671891728106971137
3095,1205,671882082306625538
1243,570,671879137494245376
1103,478,671874878652489728
993,418,671866342182637568
791,371,671855973984772097
6299,2992,671789708968640512
1047,434,671768281401958400
1489,772,671763349865160704
1204,660,671744970634719232
674,200,671743150407421952
1284,652,671735591348891648
7478,3789,671729906628341761
11366,6301,671561002136281088
809,183,671550332464455680
1201,496,671547767500775424
1726,888,671544874165002241
964,483,671542985629241344
837,333,671538301157904385
1036,343,671536543010570240
895,493,671533943490011136
737,214,671528761649688577
1218,454,671520732782923777
829,251,671518598289059840
1422,605,671511350426865664
6225,3114,671504605491109889
824,387,671497587707535361
885,412,671488513339211776
509,172,671486386088865792
677,195,671485057807351808
1279,651,671390180817915904
974,257,671362598324076544
351,133,671357843010908160
420,104,671355857343524864
831,369,671347597085433856
640,176,671186162933985280
977,283,671182547775299584
779,301,671166507850801152
1454,965,671163268581498880
313,68,671159727754231808
624,186,671154572044468225
587,126,671151324042559489
582,191,671147085991960577
1021,569,671141549288370177
821,340,671138694582165504
653,162,671134062904504320
3079,2181,671122204919246848
1213,669,671115716440031232
1003,377,671109016219725825
968,241,670995969505435648
22023,7558,670842764863651840
524,165,670840546554966016
980,598,670838202509447168
382,109,670833812859932673
646,184,670832455012716544
4861,3495,670826280409919488
674,159,670823764196741120
543,83,670822709593571328
2775,1313,670815497391357952
982,230,670811965569282048
1052,425,670807719151067136
1734,815,670804601705242624
302,77,670803562457407488
659,203,670797304698376195
732,237,670792680469889025
583,210,670789397210615808
527,168,670786190031921152
721,330,670783437142401025
1347,654,670782429121134593
699,249,670780561024270336
297,62,670778058496974848
957,371,670764103623966721
392,87,670755717859713024
849,446,670733412878163972
736,312,670727704916926465
1049,416,670717338665226240
686,318,670704688707301377
517,208,670691627984359425
664,240,670679630144274432
214,35,670676092097810432
9436,4304,670668383499735048
1335,632,670474236058800128
314,77,670468609693655041
853,467,670465786746662913
489,174,670452855871037440
1073,567,670449342516494336
6043,1737,670444955656130560
580,175,670442337873600512
938,434,670435821946826752
1255,560,670434127938719744
294,100,670433248821026816
1228,520,670428280563085312
462,141,670427002554466305
1141,549,670421925039075328
537,265,670420569653809152
500,280,670417414769758208
1791,766,670411370698022913
482,187,670408998013820928
375,128,670403879788544000
489,173,670385711116361728
669,236,670374371102445568
288,55,670361874861563904
373,96,670338931251150849
3464,1065,670319130621435904
382,107,670303360680108032
622,249,670290420111441920
908,276,670093938074779648
620,217,670086499208155136
1952,1055,670079681849372674
1382,677,670073503555706880
551,205,670069087419133954
666,289,670061506722140161
592,279,670055038660800512
576,151,670046952931721218
658,96,670040295598354432
527,240,670037189829525505
295,77,670003130994700288
284,70,669993076832759809
392,133,669972011175813120
271,43,669970042633789440
444,131,669942763794931712
338,81,669926384437997569
202,50,669923323644657664
706,340,669753178989142016
227,55,669749430875258880
446,74,669684865554620416
338,93,669683899023405056
312,115,669682095984410625
584,241,669680153564442624
714,365,669661792646373376
3110,1561,669625907762618368
845,316,669603084620980224
447,131,669597912108789760
1315,800,669583744538451968
388,120,669573570759163904
1406,877,669571471778410496
202,45,669567591774625800
335,104,669564461267722241
313,62,669393256313184256
1173,626,669375718304980992
435,148,669371483794317312
405,129,669367896104181761
557,200,669363888236994561
330,103,669359674819481600
2378,1090,669354382627049472
563,225,669353438988365824
377,153,669351434509529089
905,364,669328503091937280
496,101,669327207240699904
439,182,669324657376567296
1054,346,669216679721873412
385,135,669214165781868544
887,406,669203728096960512
572,264,669037058363662336
649,323,669015743032369152
510,209,669006782128353280
18641,5502,669000397445533696
390,188,668994913074286592
657,292,668992363537309700
594,288,668989615043424256
797,389,668988183816871936
478,140,668986018524233728
478,258,668981893510119424
702,292,668979806671884288
1152,495,668975677807423489
127,18,668967877119254528
618,209,668960084974809088
241,63,668955713004314625
227,50,668932921458302977
276,87,668902994700836864
354,126,668892474547511297
475,267,668872652652679168
409,139,668852170888998912
382,112,668826086256599040
491,225,668815180734689280
627,325,668779399630725120
471,187,668655139528511488
771,457,668645506898350081
782,445,668643542311546881
943,465,668641109086707712
919,434,668636665813057536
2457,1376,668633411083464705
617,280,668631377374486528
281,97,668627278264475648
328,111,668625577880875008
1245,652,668623201287675904
181,35,668620235289837568
541,271,668614819948453888
1471,918,668587383441514497
206,46,668567822092664832
453,197,668544745690562560
403,181,668542336805281792
226,61,668537837512433665
402,189,668528771708952576
277,87,668507509523615744
358,114,668496999348633600
371,207,668484198282485761
394,127,668480044826800133
767,439,668466899341221888
556,255,668297328638447616
213,28,668291999406125056
436,116,668286279830867968
718,196,668274247790391296
483,206,668268907921326080
1148,516,668256321989451776
838,406,668248472370458624
5428,2412,668237644992782336
246,85,668226093875376128
452,168,668221241640230912
488,171,668204964695683073
576,171,668190681446379520
425,162,668171859951755264
438,272,668154635664932864
508,239,668142349051129856
582,207,668113020489474048
1112,690,667937095915278337
264,95,667924896115245057
184,46,667915453470232577
431,245,667911425562669056
757,334,667902449697558528
1645,906,667886921285246976
729,398,667885044254572545
348,101,667878741721415682
550,338,667873844930215936
2706,898,667866724293877760
222,69,667861340749471744
254,54,667832474953625600
928,416,667806454573760512
283,81,667801013445750784
606,286,667793409583771648
363,210,667782464991965184
204,44,667773195014021121
372,185,667766675769573376
324,126,667728196545200128
423,268,667724302356258817
0,28,667550904950915073
0,25,667550882905632768
5091,1944,667549055577362432
303,106,667546741521195010
761,457,667544320556335104
175,58,667538891197542400
717,443,667534815156183040
409,206,667530908589760512
1497,964,667524857454854144
332,165,667517642048163840
6040,1857,667509364010450944
485,193,667502640335572993
457,231,667495797102141441
457,189,667491009379606528
225,85,667470559035432960
171,53,667455448082227200
279,73,667453023279554560
681,486,667443425659232256
396,197,667437278097252352
267,76,667435689202614272
410,196,667405339315146752
168,50,667393430834667520
328,144,667369227918143488
425,209,667211855547486208
544,227,667200525029539841
332,86,667192066997374976
643,329,667188689915760640
12502,5254,667182792070062081
